Borderline	talk.2	1	rater3	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I want you to take a moment to consider the very simple fact that so far, most of what we know about the universe has come from light.	14 40 66 74	27 43 72 117	major major major major
DIDI-NLP	talk.2	1	rater7	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you can take some time to consider the very simple fact that, so far, most of our understanding of the universe comes from light.	-1	-1	no-error
Facebook-AI	talk.2	1	rater3	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I want you to take a moment to consider the very simple fact that, so far, most of what we know about the universe comes from light.	40 75	43 95	major major
IIE-MT	talk.2	1	rater3	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you can take some time to consider the very simple fact that, so far, most of our understanding of the universe comes from light.	0 119	29 135	major major
MiSS	talk.2	1	rater2	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you can take some time to consider the very simple fact that, so far, most of our understanding of the universe comes from light.	-1	-1	no-error
NiuTrans	talk.2	1	rater4	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I would like you to take a moment to consider the very simple fact that so far most of our understanding of the universe has come from light.	-1	-1	no-error
Online-W	talk.2	1	rater7	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you will take a moment to consider the very simple fact that by far most of what we know about the universe comes from light.	-1	-1	no-error
SMU	talk.2	1	rater5	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you can take a moment to consider the very simple fact that, so far, most of our knowledge of the universe has come from the Light.	128 132	131 137	minor minor
metricsystem1	talk.2	1	rater5	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you'll take a moment to consider the very simple fact that, so far, most of what we know about the universe comes from light.	-1	-1	no-error
metricsystem2	talk.2	1	rater5	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you can take a moment to consider the very simple fact that, so far, most of our understanding of the universe comes from light.	-1	-1	no-error
metricsystem3	talk.2	1	rater3	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you can take a moment to consider a very simple fact that so far, most of our understanding of the universe has come from light.	15	28	major
metricsystem4	talk.2	1	rater3	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I want you to take a moment to consider the very simple fact that most of what we know about the universe so far has come from light.	14 40 66	27 43 112	major major major
metricsystem5	talk.2	1	rater7	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you all will take a moment to consider the very simple fact that most of what we know about the universe so far has come from light.	-1	-1	no-error
ref	talk.2	1	rater3	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I want to ask you all to consider for a second the very simple fact that, by far, most of what we know about the universe comes to us from light.	0 25 74 82	21 46 80 144	major major major major
refB	talk.2	1	rater8	我希望大家能花点时间考虑一个非常简单的事实那就是，到目前为止， 我们对宇宙的大部分了解都来自于光。	I hope you can take some time to consider a very simple fact, that is, so far, most of our knowledge about the universe comes from light.	62	69	minor
Borderline	talk.2	2	rater3	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the earth and look up at the night sky. With the naked eye, we can see the stars in the sky.	16	21	minor
DIDI-NLP	talk.2	2	rater7	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	When we stand on the earth and look up at the night sky, we can see the stars in the sky with our naked eyes.	-1	-1	no-error
Facebook-AI	talk.2	2	rater3	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the earth and look up at the night sky. We can see the stars with our naked eyes.	-1	-1	no-error
IIE-MT	talk.2	2	rater3	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the earth and look up at the night sky. We can see the stars in the sky with the naked eye.	16 89	21 92	minor major
MiSS	talk.2	2	rater2	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the earth and look up at the night sky. We can see the stars in the sky with our naked eyes.	-1	-1	no-error
NiuTrans	talk.2	2	rater4	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	When we stand on the earth and look up at the night sky, we can see the stars with the naked eye.	21	26	major
Online-W	talk.2	2	rater7	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on Earth and look up at the night sky and we can see the stars with our naked eyes.	-1	-1	no-error
metricsystem1	talk.2	2	rater5	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the earth and look up at the night sky. We can see the stars in the sky with the naked eye.	-1	-1	no-error
metricsystem2	talk.2	2	rater5	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the earth and look up at the night sky and we can see the stars in the sky with our naked eyes.	-1	-1	no-error
metricsystem3	talk.2	2	rater3	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the earth and look up at the night sky. We can see the stars in the sky with our naked eyes.	16 99	21 103	minor major
metricsystem4	talk.2	2	rater3	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	When we stand on the earth and look up at the night sky, we can see the stars in the sky.	21	26	minor
metricsystem5	talk.2	2	rater7	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We can see the stars in the sky with our naked eyes as we stand on Earth and look up at the night sky.	-1	-1	no-error
ref	talk.2	2	rater3	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We can stand on the Earth and look up at the night sky and see stars with our bare eyes.	-1	-1	no-error
refB	talk.2	2	rater8	我们站在地球上仰望夜空用肉眼就能看到天上的繁星。	We stand on the Earth looking up at the night sky and can see the stars in the sky with bare eyes.	-1	-1	no-error
Borderline	talk.2	3	rater3	强烈的阳光是如此地刺眼，	The strong sunlight is so dazzling,	-1	-1	no-error
DIDI-NLP	talk.2	3	rater7	强烈的阳光是如此地刺眼，	The strong sunlight is so dazzling,	-1	-1	no-error
Facebook-AI	talk.2	3	rater3	强烈的阳光是如此地刺眼，	The strong sunlight is so dazzling,	-1	-1	no-error
