hyp.Borderline	chinanews.com.229454	1	rater8	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel County, North Rhine-Westphalia, Germany, killing three people in the accident.	130	136	major
hyp.DIDI-NLP	chinanews.com.229454	1	rater9	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel County, North Rhine-Westphalia, Germany. Three people were killed in the accident.	0 130	2 136	major major
hyp.Facebook-AI	chinanews.com.229454	1	rater2	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel County, NRW, Germany, killing a total of three people.	138	141	minor
hyp.IIE-MT	chinanews.com.229454	1	rater3	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel County, North Wales, Germany. Three people were killed in the accident.	124 178 43	136 184 54	major major major
hyp.MiSS	chinanews.com.229454	1	rater5	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Weiser County, North Rhine-Westphalia, Germany, killing three people in the accident.	124	130	major
hyp.NiuTrans	chinanews.com.229454	1	rater1	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi - story residential building in Wethel County, North Rhine - Westphalia, Germany, killing a total of three people.	125	131	major
hyp.Online-W	chinanews.com.229454	1	rater1	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	In the afternoon of 25 local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel County, North Rhine-Westphalia, Germany, killing a total of three people in the accident.	20	22	minor
hyp.SMU	chinanews.com.229454	1	rater1	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Weisel County, North Rhine-Westphalia, Germany, killing three people.	124	130	minor
hyp.metricsystem1	chinanews.com.229454	1	rater6	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel, North Rhine-Westphalia, Germany, killing three people.	-1	-1	no-error
hyp.metricsystem2	chinanews.com.229454	1	rater4	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel, North Rhine-Westphalia, Germany. The accident resulted in three deaths.	-1	-1	no-error
hyp.metricsystem3	chinanews.com.229454	1	rater5	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane hit the top floor of a multi-storey residential building in Wesel, North Rhine-Westphalia, Germany. The accident killed three people.	-1	-1	no-error
hyp.metricsystem4	chinanews.com.229454	1	rater8	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel, North Rhine-Westphalia, killing three people.	-1	-1	no-error
hyp.metricsystem5	chinanews.com.229454	1	rater4	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of the 25th local time, a small plane crashed into the top floor of a multi-story residential building in Wessel County, North Rhine-Westphalia, Germany, and the accident resulted in a total of three deaths.	-1	-1	no-error
ref.A	chinanews.com.229454	1	rater1	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	A total of three people were killed on the afternoon of 25 local time when a small aircraft crashed into the top floor of a multi-storey residential building in Kreis Wesel County, North Rhine-Westphalia, Germany.	161 56	166 58	minor minor
ref.B	chinanews.com.229454	1	rater3	当地时间25日下午，一架小型飞机在德国北威州韦瑟尔县撞上一座多层住宅楼的顶层，事故共造成三人死亡。	On the afternoon of 25th local time, a small plane crashed into the top floor of a multi-storey residential building in Wesel County, North Rhine-Westphalia, Germany, causing three deaths in total.	167	196	major
hyp.Borderline	chinanews.com.229454	2	rater8	杜伊斯堡检方、韦瑟尔县警察局和韦瑟尔市消防部门当天晚间联合发布声明称，当天14时40分左右，一架两座小型飞机撞上位于韦瑟尔县辉柏斯坎普街一栋多层住宅楼顶层阁楼的住宅，造成三人丧生。	Duisburg prosecutors, Wesel County Police Department and Wesel City Fire Department jointly issued a statement that evening, saying that at about 14: 40 that day, a two-seat small plane crashed into a house on the top floor of a multi-storey residential building on Huiberskamp Street in Wesel County, killing three people.	0 146 266 28 294	83 152 277 34 300	minor minor major major major
hyp.DIDI-NLP	chinanews.com.229454	2	rater9	杜伊斯堡检方、韦瑟尔县警察局和韦瑟尔市消防部门当天晚间联合发布声明称，当天14时40分左右，一架两座小型飞机撞上位于韦瑟尔县辉柏斯坎普街一栋多层住宅楼顶层阁楼的住宅，造成三人丧生。	The Duisburg prosecutor, the Wesel County Police Department and the Wesel City Fire Department issued a joint statement that evening, stating that at about 14:40 that day, a two-seater small plane crashed into the Fabers in Wesel County. Three people were killed in a loft on the top floor of a multi-storey residential building on Camp Street.	214 238 68	220 343 94	major major major
