hyp.Facebook-AI	abcnews.420140	1	rater2	UN: Tausende militante Anti-Pakistan-Kämpfer in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
hyp.HuaweiTSC	abcnews.420140	1	rater6	UN sagt, Tausende von Anti-Pakistan-Kämpfern in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
hyp.Nemo	abcnews.420140	1	rater7	UN sagt, Tausende von Anti-Pakistan-Kämpfern in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	0 22	8 44	major major
hyp.Online-W	abcnews.420140	1	rater9	UN sagt Tausende anti-pakistanische Kämpfer in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	0	58	minor
hyp.UEdin	abcnews.420140	1	rater2	UNO sagt, dass Tausende von Anti-Pakistan-Kämpfern in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	0	65	major
hyp.VolcTrans-AT	abcnews.420140	1	rater10	UN sagt, dass Tausende von anti-pakistanischen Militanten in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	0	72	major
hyp.VolcTrans-GLAT	abcnews.420140	1	rater1	UN sagt, dass Tausende von anti-pakistanischen Kämpfern in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
hyp.eTranslation	abcnews.420140	1	rater12	UN sagt Tausenden von Anti-Pakistan-Kämpfern in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	0	59	major
hyp.metricsystem1	abcnews.420140	1	rater13	UNO sagt Tausende Anti-Pakistan-Kämpfer in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	0	54	major
hyp.metricsystem2	abcnews.420140	1	rater1	Laut UN sind Tausende von Anti-Pakistan-Kämpfern in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
hyp.metricsystem3	abcnews.420140	1	rater2	UN sagt, Tausende von Anti-Pakistan-Aktivisten in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
hyp.metricsystem4	abcnews.420140	1	rater2	UNO: Tausende Anti-Pakistan-Kämpfer in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
hyp.metricsystem5	abcnews.420140	1	rater6	UN sagt, Tausende von Anti-Pakistan-Kämpfern in Afghanistan.	UN says thousands of anti-Pakistan militants in Afghanistan	59	60	minor
ref.A	abcnews.420140	1	rater2	UN sagt, dass Tausende von anti-pakistanischen Kämpfern in Afghanistan sind	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
ref.B	abcnews.420140	1	rater6	Laut UN befinden sich Tausende von anti-pakistanischen Kämpfern in Afghanistan	UN says thousands of anti-Pakistan militants in Afghanistan	-1	-1	no-error
ref.C	abcnews.420102	1	rater6	Virginia Beach demontiert Konföderierten-Denkmal	Virginia Beach takes down Confederate monument	-1	-1	no-error
ref.D	abcnews.420102	1	rater6	Virginia Beach entfernt Konföderierten-Denkmal	Virginia Beach takes down Confederate monument	-1	-1	no-error
hyp.Facebook-AI	abcnews.420140	2	rater2	ISLAMABAD – Einem UN-Bericht zufolge verstecken sich mehr als 6.000 pakistanische Aufständische in Afghanistan, die meisten von ihnen gehören der verbotenen pakistanischen Taliban-Gruppe an, die für Angriffe auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	62	67	major
hyp.HuaweiTSC	abcnews.420140	2	rater6	ISLAMABAD - Ein UN-Bericht besagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für Angriffe auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
hyp.Nemo	abcnews.420140	2	rater7	ISLAMABAD - Ein UN-Bericht besagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für Angriffe auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	113 12 60	114 33 267	major minor minor
hyp.Online-W	abcnews.420140	2	rater9	ISLAMABAD -- Einem UN-Bericht zufolge verstecken sich mehr als 6.000 pakistanische Aufständische in Afghanistan, von denen die meisten der geächteten pakistanischen Taliban-Gruppe angehören, die für Angriffe auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
hyp.UEdin	abcnews.420140	2	rater2	ISLAMABAD -- Ein UN-Bericht sagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	10 53	12 58	major major
hyp.VolcTrans-AT	abcnews.420140	2	rater10	Islamabad -- Ein UN-Bericht besagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
hyp.VolcTrans-GLAT	abcnews.420140	2	rater1	ISLAMABAD -- Einem UN-Bericht zufolge verstecken sich mehr als 6.000 pakistanische Aufständische in Afghanistan, von denen die meisten der geächteten pakistanischen Taliban-Gruppe angehören, die für Angriffe auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
hyp.eTranslation	abcnews.420140	2	rater12	ISLAMABAD – Ein UN-Bericht sagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	113	180	minor
hyp.metricsystem1	abcnews.420140	2	rater13	ISLAMABAD – Ein UN-Bericht besagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
hyp.metricsystem2	abcnews.420140	2	rater1	ISLAMABAD - Laut einem Bericht der Vereinigten Staaten verstecken sich mehr als 6.000 pakistanische Aufständische in Afghanistan, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
hyp.metricsystem3	abcnews.420140	2	rater2	ISLAMABAD - Ein Bericht der Vereinigten Staaten von Amerika besagt, dass sich in Afghanistan mehr als 6.000 pakistanische Aufständische versteckt haben, von denen die meisten der verbotenen pakistanischen Talibangruppe angehören, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	10 102	11 107	major major
hyp.metricsystem4	abcnews.420140	2	rater2	ISLAMABAD – Ein UN-Bericht besagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der verbotenen pakistanischen Taliban-Gruppe an, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	54	59	major
hyp.metricsystem5	abcnews.420140	2	rater6	ISLAMABAD -- Ein UN-Bericht besagt, dass sich mehr als 6.000 pakistanische Aufständische in Afghanistan verstecken, die meisten gehören der geächteten pakistanischen Taliban-Gruppe an, die für den Angriff auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
ref.A	abcnews.420140	2	rater2	ISLAMABAD -- A UN Bericht sagt, dass sich mehr als 6000 pakistanische Rebellen in Afghanistan verstecken, wobei die meisten dieser zur verbotenen pakistanischen Taliban gehören, welche für Anschlage auf das pakistanische Militär und Zivilisten verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	10 124 13 15	12 176 14 25	major minor major major
ref.B	abcnews.420140	2	rater6	ISLAMABAD -- Einem UN-Bericht zufolge verstecken sich mehr als 6.000 pakistanische Aufständische in Afghanistan, von denen die meisten der geächteten pakistanischen Talibangruppe angehören, die für Angriffe auf pakistanische militärische und zivile Ziele verantwortlich ist.	ISLAMABAD -- A UN report says more than 6000 Pakistani insurgents are hiding in Afghanistan, most belonging to the outlawed Pakistani Taliban group responsible for attacking Pakistani military and civilian targets.	-1	-1	no-error
ref.C	abcnews.420102	2	rater6	VIRGINIA BEACH, VA. -- Die Stadt Virginia Beach hat am Samstag ein 115 Jahre altes Konföderierten-Denkmal aus dem öffentlichen Raum abmontiert, weniger als zwei Tage nachdem der Stadtrat dies einstimmig beschlossen hatte.	VIRGINIA BEACH, Va. -- The city of Virginia Beach removed a 115-year-old Confederate monument from public grounds on Saturday, less than two days after the City Council voted unanimously to do so.	106	142	minor
ref.D	abcnews.420102	2	rater6	VIRGINIA BEACH, Virginia. -- Die Stadt Virginia Beach entfernte am Samstag ein 115 Jahre altes Konföderierten-Denkmal von öffentlichem Grund - nicht einmal zwei Tage nachdem der Stadtrat dies einstimmig beschlossen hatte.	VIRGINIA BEACH, Va. -- The city of Virginia Beach removed a 115-year-old Confederate monument from public grounds on Saturday, less than two days after the City Council voted unanimously to do so.	-1	-1	no-error
hyp.Facebook-AI	abcnews.420140	3	rater2	In dem in dieser Woche veröffentlichten Bericht heißt es, dass sich die Gruppe, die als Tehreek-e-Taliban (TTP) bekannt ist, mit dem afghanischen Ableger der Gruppe Islamischer Staat verbunden hat.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	-1	-1	no-error
hyp.HuaweiTSC	abcnews.420140	3	rater6	In dem Bericht, der diese Woche veröffentlicht wurde, heißt es, dass die Gruppe, die als Tehreek-e-Taliban (TTP) bekannt ist, sich mit dem afghanischen Ableger der Gruppe Islamischer Staat verbunden hat.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	-1	-1	no-error
hyp.Nemo	abcnews.420140	3	rater7	In dem in dieser Woche veröffentlichten Bericht heißt es, die Gruppe, die als Tehreek-e-Taliban (TTP) bekannt ist, habe sich mit dem afghanischen Ableger der Gruppe Islamischer Staat verbunden.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	158	182	major
hyp.Online-W	abcnews.420140	3	rater9	Der Bericht, der diese Woche veröffentlicht wurde, besagt, dass die Gruppe, die als Tehreek-e-Taliban (TTP) bekannt ist, sich mit dem in Afghanistan ansässigen Ableger der Gruppe Islamischer Staat verbunden hat.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	-1	-1	no-error
hyp.UEdin	abcnews.420140	3	rater2	Der Bericht, der diese Woche veröffentlicht wurde, sagte, dass die Gruppe, die als Tehreek-e-Taliban (TTP) bekannt ist, sich mit der afghanischen Tochtergesellschaft der Gruppe Islamischer Staat verbunden hat.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	-1	-1	no-error
hyp.VolcTrans-AT	abcnews.420140	3	rater10	Der Bericht, der diese Woche veröffentlicht wurde, besagt, dass die Gruppe, bekannt als die Tehreek-e-Taliban (TTP), sich mit der in Afghanistan ansässigen Tochtergesellschaft der Gruppe Islamischer Staat verbunden hat.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	156	175	major
hyp.VolcTrans-GLAT	abcnews.420140	3	rater1	Der in dieser Woche veröffentlichte Bericht besagt, dass die Gruppe, die als Tehreek-e-Taliban (TTP) bekannt ist, sich mit dem in Afghanistan ansässigen Ableger der Gruppe Islamischer Staat verbunden hat.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	-1	-1	no-error
hyp.eTranslation	abcnews.420140	3	rater12	Der Bericht, der diese Woche veröffentlicht wurde, sagte, dass die Gruppe, die als Tehreek-e-Taliban (TTP) bekannt ist, sich mit dem in Afghanistan ansässigen Ableger der Gruppe Islamischer Staat verbunden hat.	The report released this week said the group, known as the Tehreek-e-Taliban (TTP), has linked up with the Afghan-based affiliate of the Islamic State group.	51	56	minor
